"id","role","forest_id","person_id","valid_from","valid_to","note","created_at","created_by","updated_at","updated_by"
220,2,117,4,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
221,1,118,7,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
222,2,118,4,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
223,1,119,7,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
224,2,119,4,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
225,1,120,83,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
226,2,120,27,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
227,1,121,7,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
228,2,121,4,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
229,1,122,76,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
230,2,122,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
231,1,123,83,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
232,2,123,27,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
233,1,124,7,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
234,2,124,4,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
235,1,125,7,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
236,2,125,4,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
237,1,126,76,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
238,2,126,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
239,1,128,42,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
240,2,128,42,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
241,1,129,11,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
242,2,129,11,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
243,1,130,84,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
244,2,130,30,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
245,1,131,47,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
246,2,131,47,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
247,1,132,40,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
248,2,132,40,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
249,1,133,54,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
250,2,133,54,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
251,1,134,76,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
252,2,134,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
253,1,135,33,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
254,2,135,17,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
255,1,136,11,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
256,2,136,11,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
257,1,137,11,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
258,2,137,11,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
259,1,138,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
260,2,138,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
261,1,139,76,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
262,2,139,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
263,1,141,76,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
264,2,141,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
265,1,143,76,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
266,2,143,3,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
267,1,144,33,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
268,2,144,17,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
269,1,145,51,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
270,2,145,15,"1900-01-01",NULL,"","2026-01-17 07:20:12.566443+00",1,"2026-01-17 07:20:12.566443+00",1
271,1,140,76,"1900-01-01",NULL,"","2026-01-17 07:30:07.845556+00",2,"2026-01-17 07:45:12+00",2
272,2,140,3,"1900-01-01",NULL,"","2026-01-17 07:30:28.826988+00",2,"2026-01-17 07:45:35+00",2
273,2,127,3,"1900-01-01",NULL,"","2026-01-17 07:37:00.983384+00",2,"2026-01-17 07:43:27+00",2
274,1,127,76,"1900-01-01",NULL,"","2026-01-17 07:37:21.016777+00",2,"2026-01-17 07:42:57+00",2
275,1,142,76,"1900-01-01",NULL,"","2026-01-17 08:04:02.955005+00",2,"2026-01-17 08:04:03+00",2
276,2,142,3,"1900-01-01",NULL,"","2026-01-17 08:04:35.679902+00",2,"2026-01-17 08:04:35+00",2
277,1,105,76,"1900-01-01",NULL,"","2026-01-17 08:12:30.821868+00",2,"2026-01-17 08:12:30+00",2
278,2,105,3,"1900-01-01",NULL,"","2026-01-17 08:12:53.988909+00",2,"2026-01-17 08:12:54+00",2
